epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.70554,1.3475,3.29337,1.15473,0.0408,0.50238,0.0488,0.03051,1.53197,3.63661,1.27102,1.429e-05,1.429e-05,1.429e-05
2,3.89322,1.33013,3.27317,1.10216,0.03969,0.49405,0.04485,0.02727,1.51893,3.63539,1.27016,4.23395e-05,4.23395e-05,4.23395e-05
3,5.00376,1.32448,3.32583,1.1464,0.04209,0.49405,0.04717,0.0281,1.49934,3.63885,1.26923,6.96816e-05,6.96816e-05,6.96816e-05
4,6.07728,1.38806,3.34983,1.15371,0.04077,0.46984,0.04536,0.02663,1.49419,3.63108,1.27355,9.63164e-05,9.63164e-05,9.63164e-05
5,7.15753,1.33345,3.27846,1.10911,0.03999,0.44563,0.04513,0.02688,1.49072,3.62181,1.27517,0.000122244,0.000122244,0.000122244
6,8.26303,1.14348,2.38835,1.05387,0.71411,0.76772,0.84942,0.65187,0.93679,1.81956,0.96268,0.000147464,0.000147464,0.000147464
7,9.57302,0.86602,0.96151,0.94513,0.8829,0.88413,0.94924,0.7035,0.95823,1.45481,0.99062,0.000171977,0.000171977,0.000171977
8,10.8475,0.8323,0.81348,0.94793,0.91253,0.89691,0.96077,0.72174,0.88052,1.03584,0.96007,0.000195782,0.000195782,0.000195782
9,12.0872,0.77111,0.70307,0.92082,0.89513,0.96029,0.97143,0.7716,0.77506,0.95324,0.92192,0.00021888,0.00021888,0.00021888
10,13.3122,0.78177,0.6896,0.93647,0.92506,0.98828,0.97636,0.77206,0.8097,0.76333,0.93891,0.000241271,0.000241271,0.000241271
11,14.5262,0.7412,0.59606,0.90982,0.94811,0.99167,0.98352,0.79131,0.78017,0.74289,0.93334,0.000262954,0.000262954,0.000262954
12,15.725,0.72649,0.5483,0.91452,0.96652,0.95992,0.98736,0.79231,0.79109,0.72098,0.93643,0.00028393,0.00028393,0.00028393
13,16.9304,0.75015,0.59312,0.93281,0.97244,0.94826,0.97597,0.78684,0.7449,0.64007,0.91497,0.000304198,0.000304198,0.000304198
14,18.1157,0.77135,0.57682,0.91614,0.95079,0.96732,0.97439,0.7683,0.80545,0.6781,0.95872,0.00032376,0.00032376,0.00032376
15,19.2999,0.78173,0.54802,0.92525,0.98019,0.95487,0.97022,0.77019,0.79824,0.62105,0.95538,0.000342613,0.000342613,0.000342613
16,20.4821,0.74596,0.52645,0.92685,0.94874,0.95301,0.95966,0.76637,0.78013,0.6013,0.94193,0.00036076,0.00036076,0.00036076
17,21.656,0.72853,0.50011,0.93915,0.99101,0.97579,0.976,0.78146,0.78045,0.55724,0.93323,0.000378199,0.000378199,0.000378199
18,22.8224,0.72043,0.47749,0.91288,0.98674,0.97296,0.97791,0.75806,0.84477,0.57266,0.97005,0.000394931,0.000394931,0.000394931
19,23.9985,0.73258,0.49012,0.93639,0.9786,0.97579,0.98266,0.78421,0.76838,0.55564,0.93021,0.000410955,0.000410955,0.000410955
20,25.1749,0.75242,0.47747,0.93313,0.99471,0.98012,0.99199,0.78663,0.77185,0.56483,0.93733,0.000426272,0.000426272,0.000426272
21,26.3549,0.72141,0.44944,0.90731,0.97653,0.9776,0.99346,0.79043,0.79069,0.57929,0.94493,0.000440882,0.000440882,0.000440882
22,27.5501,0.74079,0.46043,0.90925,0.93047,0.97817,0.99087,0.79115,0.76092,0.53963,0.92715,0.000454785,0.000454785,0.000454785
23,28.7115,0.74547,0.46817,0.91862,0.94521,0.97437,0.9892,0.78323,0.79719,0.52872,0.94705,0.00046798,0.00046798,0.00046798
24,29.8823,0.74978,0.47277,0.92137,0.95182,0.97579,0.98375,0.78584,0.77225,0.5245,0.94027,0.000480467,0.000480467,0.000480467
25,31.0433,0.72006,0.45339,0.90976,0.96041,0.91945,0.97846,0.79143,0.76609,0.55879,0.93993,0.000492248,0.000492248,0.000492248
26,32.2028,0.71951,0.45449,0.92035,0.95915,0.96569,0.9807,0.79866,0.75079,0.54354,0.93002,0.000503321,0.000503321,0.000503321
27,33.3993,0.71289,0.4265,0.89408,0.98495,0.96825,0.98035,0.80386,0.72354,0.50749,0.92574,0.000513686,0.000513686,0.000513686
28,34.5865,0.70766,0.44106,0.9195,0.98063,0.98413,0.98421,0.79715,0.73129,0.47373,0.92793,0.000523344,0.000523344,0.000523344
29,35.7503,0.67706,0.41238,0.89281,0.98579,0.98413,0.98738,0.81794,0.73049,0.45156,0.92191,0.000532295,0.000532295,0.000532295
30,36.9384,0.73428,0.45176,0.90064,0.93172,0.96788,0.99042,0.81413,0.72563,0.47152,0.91446,0.000540539,0.000540539,0.000540539
31,38.0959,0.71687,0.4489,0.90398,0.94764,0.98413,0.99244,0.80159,0.74292,0.43993,0.92416,0.000548075,0.000548075,0.000548075
32,39.2492,0.68786,0.41961,0.89514,0.98561,0.98413,0.99384,0.80065,0.75061,0.41828,0.92845,0.000554904,0.000554904,0.000554904
33,40.4175,0.66993,0.41802,0.90434,0.99692,0.99841,0.995,0.80474,0.77246,0.4071,0.93124,0.000561025,0.000561025,0.000561025
34,41.586,0.6801,0.40495,0.91327,0.9938,1,0.995,0.79956,0.76256,0.39516,0.91972,0.00056644,0.00056644,0.00056644
35,42.7375,0.69474,0.3985,0.89132,0.99279,1,0.995,0.80062,0.77712,0.39722,0.9284,0.000571146,0.000571146,0.000571146
36,43.9107,0.69198,0.39335,0.9107,0.99147,0.99361,0.995,0.81021,0.75734,0.39124,0.9255,0.000575146,0.000575146,0.000575146
37,45.061,0.68771,0.39957,0.9072,0.98513,0.99269,0.995,0.80957,0.74096,0.39316,0.919,0.000578438,0.000578438,0.000578438
38,46.197,0.70432,0.41046,0.91132,0.98694,0.99146,0.995,0.79807,0.74558,0.38491,0.91847,0.000581022,0.000581022,0.000581022
39,47.3456,0.68394,0.40287,0.89733,0.9858,0.99779,0.995,0.81024,0.70999,0.37435,0.90361,0.0005829,0.0005829,0.0005829
40,48.496,0.69108,0.40073,0.90876,0.97869,0.99167,0.99484,0.81078,0.72278,0.38351,0.90733,0.00058407,0.00058407,0.00058407
41,49.6502,0.67119,0.3858,0.89066,0.98867,0.97483,0.995,0.81587,0.72097,0.4049,0.91014,0.000584532,0.000584532,0.000584532
42,50.7999,0.69557,0.39097,0.90725,0.98104,0.98632,0.995,0.8247,0.70856,0.38926,0.90296,0.000584288,0.000584288,0.000584288
