epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.03748,1.40701,3.16962,1.08367,0.61332,0.80207,0.73133,0.46845,1.24993,2.17553,1.02927,0.0001429,0.0001429,0.0001429
2,9.13342,0.95241,1.03919,0.92256,0.88302,0.9462,0.97178,0.73398,0.90761,1.34543,0.93289,0.000292663,0.000292663,0.000292663
3,12.8566,0.92201,0.75518,0.91518,0.90896,0.96832,0.96442,0.72797,0.90923,1.03447,0.92387,0.000434645,0.000434645,0.000434645
4,16.5585,0.94042,0.68461,0.91173,0.91298,0.93092,0.97839,0.76853,0.82618,0.97157,0.9061,0.000568846,0.000568846,0.000568846
5,20.2701,0.88858,0.59303,0.9024,0.97229,0.97149,0.99387,0.78008,0.81095,0.69281,0.90006,0.000695266,0.000695266,0.000695266
6,23.7077,0.90019,0.55398,0.92315,0.991,0.99834,0.99491,0.78806,0.80047,0.50672,0.89532,0.000813905,0.000813905,0.000813905
7,27.1987,0.89353,0.51573,0.90549,0.99556,0.99899,0.99496,0.79917,0.79502,0.46672,0.89616,0.000924763,0.000924763,0.000924763
8,30.6678,0.85752,0.50719,0.9107,0.9963,0.99884,0.995,0.7819,0.86148,0.47221,0.92214,0.00102784,0.00102784,0.00102784
9,34.1214,0.87822,0.4966,0.92052,0.99663,0.99963,0.995,0.80638,0.78079,0.42162,0.89895,0.00112314,0.00112314,0.00112314
10,37.5927,0.83816,0.47971,0.91237,0.99436,0.99934,0.99469,0.79891,0.77549,0.42173,0.89935,0.00111069,0.00111069,0.00111069
11,41.0484,0.81677,0.46876,0.88854,0.99503,0.99965,0.995,0.79628,0.82196,0.44768,0.91482,0.00107532,0.00107532,0.00107532
12,44.4352,0.83278,0.46523,0.88736,0.99351,0.99835,0.99476,0.81042,0.76422,0.42444,0.90158,0.00103995,0.00103995,0.00103995
13,47.8648,0.81811,0.4482,0.89154,0.99493,0.99932,0.99443,0.78509,0.82213,0.44772,0.91543,0.00100459,0.00100459,0.00100459
14,51.2785,0.82105,0.45231,0.88852,0.99634,1,0.995,0.79728,0.81878,0.4184,0.91171,0.000969219,0.000969219,0.000969219
15,54.6679,0.82818,0.44689,0.89149,0.99662,0.99781,0.99489,0.80608,0.78438,0.39271,0.9066,0.000933851,0.000933851,0.000933851
16,57.6439,0.81115,0.42758,0.89849,0.99706,0.99781,0.99489,0.78739,0.85099,0.40868,0.92464,0.000898484,0.000898484,0.000898484
17,60.4322,0.82612,0.42893,0.89095,0.99731,1,0.99454,0.81006,0.77967,0.38801,0.90588,0.000863116,0.000863116,0.000863116
18,63.2873,0.80487,0.41245,0.88074,0.99736,0.99991,0.99463,0.80468,0.78265,0.37169,0.90493,0.000827748,0.000827748,0.000827748
19,66.2283,0.80412,0.40182,0.89563,0.99681,1,0.99498,0.80534,0.77195,0.36739,0.90493,0.00079238,0.00079238,0.00079238
20,69.3234,0.80053,0.39957,0.89297,0.99717,1,0.9948,0.81275,0.77448,0.36019,0.90855,0.000757013,0.000757013,0.000757013
21,72.6385,0.81811,0.39589,0.89404,0.99876,1,0.995,0.81646,0.74694,0.35542,0.89199,0.000721645,0.000721645,0.000721645
22,75.97,0.80752,0.39871,0.89273,0.99901,1,0.995,0.81728,0.76884,0.35822,0.90412,0.000686277,0.000686277,0.000686277
23,79.3119,0.78404,0.38922,0.87725,0.99919,1,0.995,0.82279,0.75359,0.34291,0.90261,0.000650909,0.000650909,0.000650909
24,82.562,0.78784,0.38991,0.89661,0.99867,1,0.995,0.79758,0.81602,0.36009,0.91525,0.000615542,0.000615542,0.000615542
25,85.903,0.78337,0.38908,0.88795,0.99787,0.99965,0.995,0.81529,0.76757,0.34233,0.90147,0.000580174,0.000580174,0.000580174
26,89.1906,0.80334,0.38427,0.912,0.99897,0.99986,0.995,0.82174,0.75374,0.33265,0.89714,0.000544806,0.000544806,0.000544806
27,92.4535,0.77408,0.36868,0.87739,0.99693,1,0.995,0.82512,0.74547,0.33492,0.89706,0.000509438,0.000509438,0.000509438
28,95.743,0.77644,0.36739,0.89603,0.99747,1,0.995,0.81651,0.76264,0.32829,0.89453,0.000474071,0.000474071,0.000474071
29,99.0373,0.80893,0.38247,0.88718,0.9984,1,0.995,0.82249,0.75665,0.33006,0.8934,0.000438703,0.000438703,0.000438703
30,102.231,0.78827,0.36246,0.87784,0.99789,1,0.995,0.83071,0.74927,0.31871,0.89817,0.000403335,0.000403335,0.000403335
31,105.509,0.762,0.35058,0.89222,0.9983,1,0.995,0.82042,0.74833,0.32067,0.89377,0.000367967,0.000367967,0.000367967
32,108.661,0.75595,0.34017,0.88749,0.99739,1,0.995,0.82437,0.74438,0.31859,0.90223,0.0003326,0.0003326,0.0003326
33,111.689,0.74414,0.33161,0.9024,0.99859,1,0.995,0.82669,0.75444,0.31977,0.90009,0.000297232,0.000297232,0.000297232
34,114.797,0.74435,0.33297,0.89209,0.99864,1,0.995,0.82396,0.75029,0.30923,0.90028,0.000261864,0.000261864,0.000261864
35,117.92,0.74248,0.32695,0.8803,0.99892,1,0.995,0.82845,0.73481,0.31288,0.89556,0.000226497,0.000226497,0.000226497
36,120.983,0.73857,0.32459,0.89325,0.99885,1,0.995,0.83056,0.73649,0.30731,0.89411,0.000191129,0.000191129,0.000191129
37,124.044,0.73113,0.31951,0.89449,0.9988,1,0.995,0.82934,0.7357,0.30115,0.89241,0.000155761,0.000155761,0.000155761
38,126.822,0.74356,0.31888,0.89287,0.99872,1,0.995,0.83298,0.73071,0.2976,0.89239,0.000120393,0.000120393,0.000120393
39,129.668,0.72276,0.31462,0.88543,0.99861,1,0.995,0.83274,0.73042,0.29549,0.89297,8.50255e-05,8.50255e-05,8.50255e-05
40,132.472,0.72836,0.31372,0.89029,0.99857,1,0.995,0.83414,0.72709,0.2926,0.89237,4.96578e-05,4.96578e-05,4.96578e-05
