epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.85059,1.31314,3.25017,1.11377,0.04099,0.50238,0.04629,0.02881,1.51864,3.63159,1.27098,4.287e-05,4.287e-05,4.287e-05
2,4.01321,1.32183,3.29892,1.11016,0.53371,0.32104,0.22048,0.15238,1.26679,2.79324,1.17436,9.90397e-05,9.90397e-05,9.90397e-05
3,5.29298,0.98474,1.79166,1.02269,0.76612,0.81825,0.84489,0.5999,1.03804,1.845,1.02826,0.000154078,0.000154078,0.000154078
4,6.56478,0.91858,1.04405,0.99777,0.8829,0.85836,0.93981,0.68994,0.99315,1.30733,1.02033,0.000207984,0.000207984,0.000207984
5,7.84181,0.80644,0.71816,0.93669,0.87789,0.91305,0.91789,0.68192,0.94802,0.97211,1.00691,0.000260758,0.000260758,0.000260758
6,9.0529,0.77643,0.64977,0.9231,0.83941,0.93157,0.93978,0.7191,0.86857,0.92575,0.98129,0.000312401,0.000312401,0.000312401
7,10.2842,0.86584,0.7126,0.96278,0.84728,0.897,0.91877,0.70607,0.88954,1.14224,0.98777,0.000362912,0.000362912,0.000362912
8,11.4769,0.81478,0.64947,0.9455,0.87334,0.94029,0.92593,0.73966,0.76976,0.82942,0.93406,0.000412291,0.000412291,0.000412291
9,12.7374,0.75526,0.55475,0.91663,0.9078,0.96746,0.95571,0.73739,0.83674,0.71474,0.97823,0.000460538,0.000460538,0.000460538
10,13.9577,0.77837,0.5509,0.94363,0.87215,0.95943,0.95628,0.7676,0.78605,0.6903,0.94888,0.000507654,0.000507654,0.000507654
11,15.2196,0.73605,0.51046,0.92423,0.78518,0.87861,0.88519,0.68412,0.83505,0.73436,0.96973,0.000553637,0.000553637,0.000553637
12,16.4106,0.76172,0.50677,0.92606,0.87185,0.90397,0.90733,0.72604,0.7481,0.6515,0.92132,0.000598489,0.000598489,0.000598489
13,17.6129,0.76862,0.51792,0.94848,0.93043,0.92817,0.9471,0.75465,0.75623,0.60454,0.9183,0.00064221,0.00064221,0.00064221
14,18.7903,0.74473,0.50929,0.91881,0.96764,0.93616,0.98083,0.77808,0.78415,0.58371,0.92093,0.000684798,0.000684798,0.000684798
15,20.0435,0.76488,0.5404,0.93406,0.98019,1,0.99321,0.79497,0.75086,0.53307,0.92213,0.000726255,0.000726255,0.000726255
16,21.2591,0.79004,0.53628,0.9373,0.95237,0.99364,0.99098,0.79962,0.75144,0.6365,0.91548,0.00076658,0.00076658,0.00076658
17,22.4789,0.72234,0.51895,0.93147,0.9836,1,0.995,0.78526,0.7753,0.58993,0.92133,0.000805773,0.000805773,0.000805773
18,23.6867,0.72432,0.52249,0.97093,0.98021,0.99661,0.99439,0.77392,0.79419,0.46518,0.93639,0.000843835,0.000843835,0.000843835
19,24.8746,0.74112,0.49729,0.94112,0.97905,0.97442,0.98884,0.78704,0.77333,0.59282,0.93178,0.000880764,0.000880764,0.000880764
20,26.0551,0.73903,0.50486,0.93433,0.90074,0.94261,0.95426,0.73308,0.81439,0.79391,0.96151,0.000916562,0.000916562,0.000916562
21,27.2718,0.78142,0.50564,0.91462,0.92521,0.98848,0.99285,0.80388,0.76727,0.59594,0.94645,0.000951228,0.000951228,0.000951228
22,28.5237,0.76041,0.47667,0.92309,0.92864,0.99057,0.995,0.78897,0.81517,0.56577,0.9646,0.000984762,0.000984762,0.000984762
23,29.7144,0.76503,0.46938,0.97277,0.9462,0.97299,0.99453,0.79258,0.80483,0.52551,0.96156,0.00101717,0.00101717,0.00101717
24,30.9032,0.7327,0.48029,0.91899,0.9846,0.97163,0.99337,0.80329,0.7684,0.47773,0.94639,0.00104844,0.00104844,0.00104844
25,32.0947,0.78902,0.49056,0.95704,0.94484,0.95305,0.98224,0.78353,0.79181,0.54746,0.96515,0.00107857,0.00107857,0.00107857
26,33.2948,0.70531,0.45033,0.93594,0.93255,0.9392,0.97141,0.75629,0.85444,0.61161,0.99644,0.00107532,0.00107532,0.00107532
27,34.4804,0.71214,0.46722,0.93455,0.92802,0.83098,0.92205,0.74766,0.8057,0.74608,0.96659,0.00106118,0.00106118,0.00106118
28,35.6662,0.69998,0.46464,0.91747,0.79574,0.88525,0.942,0.75477,0.79077,0.72423,0.95758,0.00104703,0.00104703,0.00104703
