epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.61855,1.18346,3.5785,1.00245,0.00507,0.13175,0.00405,0.00241,1.34056,3.55082,1.07585,4.287e-05,4.287e-05,4.287e-05
2,3.72641,1.09725,3.48308,0.98588,0.02193,0.3369,0.03543,0.02304,0.94745,3.4215,0.92597,9.75543e-05,9.75543e-05,9.75543e-05
3,4.7132,0.92291,3.20483,0.93115,0.03846,0.85238,0.22696,0.1242,1.0283,3.27369,0.89275,0.000149409,0.000149409,0.000149409
4,5.69904,0.94223,2.73296,0.91411,0.03857,0.95,0.49171,0.33153,0.87525,3.16893,0.85575,0.000198435,0.000198435,0.000198435
5,6.66379,0.88164,2.33313,0.90369,0.03689,0.95833,0.53466,0.31374,0.93544,3.16364,0.87195,0.000244631,0.000244631,0.000244631
6,7.61538,0.89789,1.93094,0.8991,0.03662,0.96667,0.56925,0.35323,0.93173,3.11388,0.8753,0.000287997,0.000287997,0.000287997
7,8.57714,0.95438,1.70766,0.95641,0.03375,0.90159,0.55936,0.40105,0.83537,3.06033,0.86417,0.000328534,0.000328534,0.000328534
8,9.53333,0.8982,1.36963,0.93391,0.0305,0.85992,0.49956,0.37107,0.88219,3.03751,0.89406,0.000366242,0.000366242,0.000366242
9,10.486,0.81517,1.15297,0.90206,0.0275,0.80238,0.48688,0.35931,0.84368,3.014,0.89006,0.00040112,0.00040112,0.00040112
10,11.426,0.81702,0.98311,0.91284,0.36704,0.61468,0.51474,0.38801,0.83987,2.99409,0.87793,0.000433169,0.000433169,0.000433169
11,12.3624,0.78159,0.91966,0.91182,0.62761,0.5496,0.57161,0.41436,0.87441,2.92488,0.88498,0.000462389,0.000462389,0.000462389
12,13.3059,0.82563,0.90032,0.9099,1,0.16928,0.58539,0.44456,0.8532,2.80505,0.87787,0.000488779,0.000488779,0.000488779
13,14.2821,0.82584,0.8385,0.94156,1,0.2998,0.63087,0.47562,0.83616,2.70095,0.89206,0.000512339,0.000512339,0.000512339
14,15.2092,0.79138,0.86602,0.90965,1,0.31285,0.61634,0.46376,0.84038,2.66697,0.89065,0.000533071,0.000533071,0.000533071
15,16.1413,0.79331,0.79576,0.92571,1,0.28473,0.61392,0.4764,0.81634,2.55536,0.89343,0.000550972,0.000550972,0.000550972
16,17.0694,0.83781,0.79326,0.93012,1,0.29053,0.66274,0.51704,0.80744,2.45044,0.89302,0.000566045,0.000566045,0.000566045
17,17.9953,0.76014,0.73616,0.93135,0.99276,0.31403,0.71068,0.55017,0.83391,2.35431,0.90425,0.000578288,0.000578288,0.000578288
18,18.9316,0.81542,0.83849,0.92848,0.97716,0.35452,0.81142,0.64351,0.8231,2.21982,0.90424,0.000587701,0.000587701,0.000587701
19,19.8634,0.76302,0.74278,0.93088,0.97476,0.34287,0.85028,0.68035,0.80056,2.13934,0.90182,0.000594285,0.000594285,0.000594285
20,20.7953,0.75362,0.75141,0.92478,0.97526,0.40278,0.87944,0.70899,0.77751,2.07025,0.8903,0.00059804,0.00059804,0.00059804
21,21.7462,0.80318,0.72974,0.90288,1,0.60632,0.9178,0.74606,0.76678,1.84491,0.87991,0.000598965,0.000598965,0.000598965
22,22.6945,0.80436,0.7275,0.91322,0.98194,0.67784,0.9203,0.75115,0.77008,1.71451,0.88815,0.000597061,0.000597061,0.000597061
23,23.633,0.78485,0.79563,0.96251,0.9692,0.76643,0.93398,0.77113,0.77014,1.55536,0.89249,0.000592328,0.000592328,0.000592328
24,24.5713,0.76484,0.67913,0.91526,0.982,0.8021,0.94471,0.78131,0.75685,1.42765,0.88883,0.000584765,0.000584765,0.000584765
25,25.51,0.78446,0.75395,0.91827,0.9866,0.88714,0.96288,0.79185,0.76991,1.30497,0.88835,0.000574372,0.000574372,0.000574372
26,26.4385,0.71606,0.65712,0.89841,0.98726,0.93539,0.97557,0.80628,0.74969,1.18996,0.88791,0.000544806,0.000544806,0.000544806
27,27.3746,0.66168,0.63724,0.88351,0.97922,0.94119,0.97653,0.81056,0.74402,1.10155,0.89251,0.000509438,0.000509438,0.000509438
28,28.3035,0.7201,0.64965,0.90825,0.97907,0.95605,0.97723,0.81809,0.72539,1.0543,0.89064,0.000474071,0.000474071,0.000474071
29,29.2413,0.78538,0.73437,0.96496,0.97825,0.96178,0.97747,0.81376,0.73112,1.01976,0.88783,0.000438703,0.000438703,0.000438703
30,30.1677,0.74309,0.61624,0.90478,0.97702,0.97269,0.9778,0.80947,0.73708,0.99325,0.88708,0.000403335,0.000403335,0.000403335
31,31.1431,0.69724,0.62239,0.89974,0.96688,0.95754,0.97519,0.80918,0.72995,1.02542,0.88829,0.000367967,0.000367967,0.000367967
32,32.0422,0.67073,0.58344,0.87522,0.96004,0.88877,0.96819,0.79886,0.72607,1.06606,0.88678,0.0003326,0.0003326,0.0003326
33,32.9375,0.67655,0.61809,0.88497,0.96519,0.95243,0.97379,0.81221,0.72164,0.99294,0.88506,0.000297232,0.000297232,0.000297232
34,33.8167,0.64269,0.58056,0.88457,0.97099,0.96746,0.97841,0.81684,0.70809,0.87555,0.88216,0.000261864,0.000261864,0.000261864
35,34.7,0.66735,0.5908,0.87228,0.97426,0.98033,0.98031,0.82508,0.70743,0.76792,0.88249,0.000226497,0.000226497,0.000226497
36,35.5875,0.65337,0.54585,0.86804,0.97731,0.98134,0.98062,0.81683,0.71379,0.69878,0.88398,0.000191129,0.000191129,0.000191129
37,36.4818,0.67863,0.56372,0.85263,0.98442,0.97357,0.98042,0.81614,0.71488,0.64999,0.88728,0.000155761,0.000155761,0.000155761
38,37.366,0.65148,0.57192,0.88884,0.98468,0.97367,0.98043,0.8185,0.72026,0.61696,0.89058,0.000120393,0.000120393,0.000120393
39,38.251,0.6533,0.5576,0.87245,0.98474,0.97377,0.98064,0.81766,0.72176,0.5946,0.89159,8.50255e-05,8.50255e-05,8.50255e-05
40,39.1408,0.62854,0.54207,0.85609,0.98509,0.97383,0.98092,0.82098,0.71621,0.58131,0.89062,4.96578e-05,4.96578e-05,4.96578e-05
