epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.24891,1.39633,3.33194,1.26119,0.73006,0.1746,0.09082,0.04679,1.66172,4.96237,1.39656,2.858e-05,2.858e-05,2.858e-05
2,3.39801,1.37376,3.38021,1.23034,0.73004,0.1746,0.08912,0.04804,1.65555,4.8503,1.40013,6.79132e-05,6.79132e-05,6.79132e-05
3,4.53785,1.4264,3.53479,1.34862,0.7299,0.17099,0.09315,0.04968,1.64378,4.71369,1.40192,0.000103002,0.000103002,0.000103002
4,5.63569,1.19429,2.58662,1.19303,0.77169,0.67446,0.72023,0.533,1.028,3.12179,1.12285,0.000133847,0.000133847,0.000133847
5,6.8722,0.84026,1.23794,0.97911,0.87427,0.7827,0.85093,0.61713,1.03056,1.49109,1.09474,0.000160448,0.000160448,0.000160448
6,8.12874,0.80861,0.91514,0.95156,0.8836,0.83838,0.89029,0.6895,0.85497,1.50605,1.01885,0.000182805,0.000182805,0.000182805
7,9.36524,0.81967,0.83124,0.95615,0.91615,0.84043,0.92357,0.69922,0.8835,1.21749,1.02153,0.000200917,0.000200917,0.000200917
8,10.5877,0.79935,0.75668,0.96832,0.95535,0.84525,0.93091,0.73209,0.82209,1.31111,0.99918,0.000214786,0.000214786,0.000214786
9,11.8097,0.74292,0.66869,0.93437,0.95632,0.88584,0.93213,0.74856,0.79088,1.11476,0.98986,0.00022441,0.00022441,0.00022441
10,13.0179,0.7504,0.67631,0.94903,0.90793,0.87583,0.93213,0.74567,0.7891,1.09423,0.9891,0.00022979,0.00022979,0.00022979
11,14.2351,0.74091,0.66024,0.93836,0.9217,0.91878,0.9511,0.75493,0.76708,0.99116,0.97086,0.000230926,0.000230926,0.000230926
12,15.45,0.69963,0.59678,0.92753,0.97338,0.94264,0.97393,0.78443,0.76409,0.96264,0.9694,0.000227818,0.000227818,0.000227818
13,16.6169,0.69438,0.55414,0.93714,0.98639,0.96178,0.98444,0.79284,0.75254,0.87582,0.9663,0.000220466,0.000220466,0.000220466
14,17.7677,0.68866,0.53291,0.90007,0.99679,0.95826,0.98952,0.80035,0.77885,0.83414,0.98851,0.00020887,0.00020887,0.00020887
15,18.9263,0.70815,0.53218,0.91606,0.99683,0.97757,0.99346,0.81146,0.73095,0.66256,0.95943,0.000193029,0.000193029,0.000193029
16,20.0643,0.68378,0.51012,0.90063,0.98848,0.98338,0.99378,0.81443,0.72783,0.59993,0.94891,0.000172945,0.000172945,0.000172945
17,21.2192,0.69078,0.49904,0.93566,0.98931,0.99116,0.99453,0.80826,0.72828,0.52428,0.9444,0.000148616,0.000148616,0.000148616
18,22.3182,0.67085,0.47769,0.91107,0.98946,0.98778,0.99453,0.80836,0.73307,0.50326,0.94915,0.000120043,0.000120043,0.000120043
19,23.4139,0.67307,0.45913,0.92468,0.99605,0.99834,0.995,0.81362,0.71666,0.46422,0.94438,8.72262e-05,8.72262e-05,8.72262e-05
20,24.495,0.66483,0.44907,0.91946,0.99603,0.99932,0.995,0.81669,0.70999,0.44037,0.93933,5.0165e-05,5.0165e-05,5.0165e-05
